Total_Children,Total_Income,Education_Type,Family_Status,Total_Family_Members,Applicant_Age,Years_of_Working,Village,Total_Bad_Debt,Total_Good_Debt,Owned_Email
1,252000,Secondary / secondary special                     ,Married                                           ,3,47,15,Vila Chã (Poiares (Santo André)),0,23,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,38,2,Mucela (Lavegadas),2,8,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,38,2,Lixosa (Arrifana),0,16,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,38,2,Ventosa (Arrifana),0,49,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,38,2,Vale de Afonso (Poiares (Santo André)),0,2,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,38,2,Ribeira do Moinho (Poiares (Santo André)),0,14,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,38,2,Póvoa da Abraveia (Poiares (Santo André)),0,9,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,38,2,Segundeira (Poiares (Santo André)),0,16,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,38,2,Vale de Viegas (Poiares (Santo André)),0,10,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,38,2,Vila Nova de Poiares (Poiares (Santo André)),0,37,0
0,81000,Secondary / secondary special                     ,Separated                                         ,1,51,2,Casais (Arrifana),0,11,0
0,292500,Secondary / secondary special                     ,Married                                           ,2,47,10,Vendinha (Poiares (Santo André)),0,18,0
0,292500,Secondary / secondary special                     ,Married                                           ,2,47,10,Oliveira (Arrifana),0,20,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,43,24,Boiça (São Miguel de Poiares),0,27,0
0,90000,Lower secondary                                   ,Single / not married                              ,2,33,14,Mucela (Lavegadas),15,1,0
2,67500,Secondary / secondary special                     ,Married                                           ,4,34,15,Cabeço de Celas (São Miguel de Poiares),1,26,0
0,157500,Secondary / secondary special                     ,Single / not married                              ,1,25,2,Casal do Gago (São Miguel de Poiares),0,7,0
0,157500,Secondary / secondary special                     ,Single / not married                              ,1,25,2,Couchel (Poiares (Santo André)),0,7,0
0,157500,Secondary / secondary special                     ,Single / not married                              ,1,25,2,Ribeira do Moinho (Poiares (Santo André)),0,7,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Valeiro das Hortas (Poiares (Santo André)),3,40,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Moinhos (São Miguel de Poiares),0,33,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Ferreira (Poiares (Santo André)),2,37,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Alveite Grande (São Miguel de Poiares),0,14,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Ribeira do Moinho (Poiares (Santo André)),0,33,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Couchel (Poiares (Santo André)),2,41,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Balteiro (Arrifana),0,13,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Ponte da Pedra (Poiares (Santo André)),0,18,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Vale de Viegas (Poiares (Santo André)),1,32,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Barreiro (Lavegadas),2,28,0
2,675000,Higher education                                  ,Married                                           ,4,37,9,Casa Nova (Poiares (Santo André)),2,33,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,55,6,Santa Maria (Arrifana),0,22,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,55,6,Póvoa (Poiares (Santo André)),0,7,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,55,6,Vale de Vaide (Poiares (Santo André)),0,4,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,55,6,Ferreira (Poiares (Santo André)),0,15,0
0,135000,Secondary / secondary special                     ,Married                                           ,2,55,3,Cabeço de Celas (São Miguel de Poiares),0,16,0
1,135000,Incomplete higher                                 ,Separated                                         ,2,28,2,Vimieiro (Poiares (Santo André)),0,14,0
1,135000,Incomplete higher                                 ,Separated                                         ,2,28,2,Igreja Nova (Lavegadas),0,4,0
1,135000,Incomplete higher                                 ,Separated                                         ,2,28,2,Vimieiro (Poiares (Santo André)),0,48,0
1,135000,Incomplete higher                                 ,Separated                                         ,2,28,2,Moura Morta (Lavegadas),0,4,0
1,135000,Incomplete higher                                 ,Separated                                         ,2,28,2,Ventosa (Arrifana),0,11,0
1,135000,Incomplete higher                                 ,Separated                                         ,2,28,2,Algaça (Arrifana),0,49,0
0,202500,Higher education                                  ,Married                                           ,2,47,3,Casais (Arrifana),2,22,1
2,135000,Higher education                                  ,Married                                           ,4,32,9,São Miguel de Poiares (São Miguel de Poiares),0,8,1
2,135000,Higher education                                  ,Married                                           ,4,32,9,Lixosa (Arrifana),0,25,1
2,135000,Higher education                                  ,Married                                           ,4,32,9,Malpartida (São Miguel de Poiares),0,34,1
2,135000,Higher education                                  ,Married                                           ,4,32,9,Terreiros de Além (Arrifana),0,49,1
2,135000,Higher education                                  ,Married                                           ,4,32,9,Vale de Afonso (Poiares (Santo André)),0,34,1
2,135000,Higher education                                  ,Married                                           ,4,32,9,Igreja Nova (Lavegadas),0,43,1
2,135000,Higher education                                  ,Married                                           ,4,32,9,Couchel (Poiares (Santo André)),0,34,1
2,135000,Higher education                                  ,Married                                           ,4,32,9,Vale de Afonso (Poiares (Santo André)),0,8,1
1,315000,Secondary / secondary special                     ,Married                                           ,3,37,10,Lixosa (Arrifana),0,46,1
1,315000,Secondary / secondary special                     ,Married                                           ,3,37,10,Boiça (São Miguel de Poiares),0,27,1
1,315000,Secondary / secondary special                     ,Married                                           ,3,37,10,Casa Nova (Poiares (Santo André)),0,38,1
1,315000,Secondary / secondary special                     ,Married                                           ,3,37,10,Barreiro (Lavegadas),1,37,1
1,315000,Secondary / secondary special                     ,Married                                           ,3,37,10,Vale de Afonso (Poiares (Santo André)),0,14,1
2,225000,Higher education                                  ,Married                                           ,4,41,13,Boiça (São Miguel de Poiares),0,45,0
2,225000,Higher education                                  ,Married                                           ,4,41,13,Sobreiro (Arrifana),0,33,0
2,225000,Higher education                                  ,Married                                           ,4,41,13,Cabeças (Poiares (Santo André)),0,53,0
2,225000,Higher education                                  ,Married                                           ,4,41,13,Vila Nova de Poiares (Poiares (Santo André)),0,43,0
2,225000,Higher education                                  ,Married                                           ,4,41,13,Ferreira (Poiares (Santo André)),0,9,0
2,225000,Higher education                                  ,Married                                           ,4,41,13,Crasto (Arrifana),0,43,0
2,225000,Higher education                                  ,Married                                           ,4,41,13,Fonte da Telha (Arrifana),0,24,0
2,225000,Higher education                                  ,Married                                           ,4,41,13,Louredo (Arrifana),0,24,0
0,123750,Secondary / secondary special                     ,Married                                           ,2,46,2,Algaça (Poiares (Santo André)),0,18,0
0,123750,Secondary / secondary special                     ,Married                                           ,2,46,2,Arrifana (Arrifana),0,53,0
0,123750,Secondary / secondary special                     ,Married                                           ,2,46,2,Segundeira (Poiares (Santo André)),0,25,0
0,123750,Secondary / secondary special                     ,Married                                           ,2,46,2,Casa Nova (Poiares (Santo André)),0,43,0
0,123750,Secondary / secondary special                     ,Married                                           ,2,46,2,Entroncamento (Poiares (Santo André)),0,18,0
0,123750,Secondary / secondary special                     ,Married                                           ,2,46,2,Casais (Arrifana),0,41,0
0,123750,Secondary / secondary special                     ,Married                                           ,2,46,2,Catraia das Necessidades (Poiares (Santo André)),0,25,0
0,123750,Secondary / secondary special                     ,Married                                           ,2,46,2,Vale de Viegas (Poiares (Santo André)),0,37,0
0,123750,Secondary / secondary special                     ,Married                                           ,2,46,2,Ventosa (Arrifana),0,43,0
1,337500,Higher education                                  ,Separated                                         ,2,29,5,Framilo (Poiares (Santo André)),0,4,0
1,337500,Higher education                                  ,Separated                                         ,2,29,5,Couchel (Poiares (Santo André)),0,6,0
1,337500,Higher education                                  ,Separated                                         ,2,29,5,Balteiro (Arrifana),0,11,0
1,337500,Higher education                                  ,Separated                                         ,2,29,5,Casais (Arrifana),0,12,0
1,337500,Higher education                                  ,Separated                                         ,2,29,5,Vale de Afonso (Poiares (Santo André)),0,12,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,39,7,Soutelo (Arrifana),0,7,1
0,360000,Secondary / secondary special                     ,Married                                           ,2,35,9,Pereiro de Baixo (Poiares (Santo André)),0,7,0
0,360000,Secondary / secondary special                     ,Married                                           ,2,35,9,Louredo (Arrifana),0,7,0
0,360000,Secondary / secondary special                     ,Married                                           ,2,35,9,Casais (Arrifana),0,26,0
0,162000,Secondary / secondary special                     ,Single / not married                              ,1,56,7,Algaça (Poiares (Santo André)),3,15,0
0,207000,Secondary / secondary special                     ,Widow                                             ,1,56,2,Arrifana (Arrifana),0,60,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,41,11,Crasto (Poiares (Santo André)),0,8,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,49,24,Pereiro de Além (Arrifana),1,39,0
0,202500,Higher education                                  ,Married                                           ,2,35,10,Carvalho (Arrifana),0,19,0
0,247500,Higher education                                  ,Married                                           ,2,41,6,Paço (Poiares (Santo André)),0,61,0
0,247500,Higher education                                  ,Married                                           ,2,41,6,Barreiro (Lavegadas),0,19,0
0,157500,Higher education                                  ,Civil marriage                                    ,2,51,12,Venda (Poiares (Santo André)),0,4,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,35,5,Oliveira (Arrifana),0,22,0
3,157500,Secondary / secondary special                     ,Civil marriage                                    ,5,32,10,Algaça (Poiares (Santo André)),0,4,0
0,360000,Secondary / secondary special                     ,Married                                           ,2,56,15,Santa Maria (Arrifana),0,8,0
1,202500,Secondary / secondary special                     ,Married                                           ,3,54,33,Lixosa (Arrifana),0,31,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,37,9,Louredo (Arrifana),0,12,0
0,315000,Secondary / secondary special                     ,Married                                           ,2,52,9,Olho Marinho (São Miguel de Poiares),0,26,0
0,202500,Secondary / secondary special                     ,Single / not married                              ,1,49,10,Venda Nova (São Miguel de Poiares),0,18,0
0,130500,Secondary / secondary special                     ,Married                                           ,2,54,32,Terreiros de Além (Arrifana),0,52,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,47,3,Fonte Longa (São Miguel de Poiares),5,28,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,48,2,Vila Chã (Poiares (Santo André)),0,38,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,28,7,Póvoa (Poiares (Santo André)),0,37,0
2,135000,Secondary / secondary special                     ,Civil marriage                                    ,4,37,2,Moinhos (São Miguel de Poiares),0,27,1
1,108000,Secondary / secondary special                     ,Married                                           ,3,44,13,Sabouga (Lavegadas),0,4,0
0,193500,Higher education                                  ,Married                                           ,2,49,14,Fonte Longa (São Miguel de Poiares),0,40,0
0,252000,Secondary / secondary special                     ,Married                                           ,2,36,18,Catraia das Necessidades (Poiares (Santo André)),0,5,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,37,7,Vale da Clara (Poiares (Santo André)),0,2,0
0,202500,Secondary / secondary special                     ,Married                                           ,2,33,9,Sobreiro (Arrifana),0,20,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,43,23,Vale de Vaz (Poiares (Santo André)),0,25,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,53,9,Framilo (Poiares (Santo André)),0,14,0
0,94500,Secondary / secondary special                     ,Married                                           ,2,50,2,Venda (Poiares (Santo André)),0,19,0
1,103500,Secondary / secondary special                     ,Married                                           ,3,35,4,Algaça (Arrifana),0,24,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,52,5,Vale Carvalhal (Poiares (Santo André)),0,8,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,52,5,Cascalho (Poiares (Santo André)),1,7,0
0,126000,Secondary / secondary special                     ,Married                                           ,2,60,7,Arrifana (Arrifana),0,41,0
0,126000,Secondary / secondary special                     ,Married                                           ,2,60,7,Carvalho (Arrifana),0,11,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,54,13,Cabeças (Poiares (Santo André)),0,36,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,54,13,Ribeira do Moinho (Poiares (Santo André)),0,4,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,54,13,Vila Nova de Poiares (Poiares (Santo André)),0,36,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,54,13,Venda Nova (São Miguel de Poiares),0,11,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,54,13,Pinheiro (Poiares (Santo André)),0,3,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,54,13,Fonte Longa (São Miguel de Poiares),0,36,0
0,180000,Secondary / secondary special                     ,Married                                           ,2,54,13,Cabeças (Poiares (Santo André)),0,59,0
2,90000,Secondary / secondary special                     ,Married                                           ,4,29,1,Pereiro de Além (Poiares (Santo André)),1,12,0
2,90000,Secondary / secondary special                     ,Married                                           ,4,29,1,Vale de Vaz (Poiares (Santo André)),3,30,0
0,135000,Secondary / secondary special                     ,Married                                           ,2,42,1,Abraveia (Poiares (Santo André)),0,6,0
0,157500,Higher education                                  ,Married                                           ,2,39,12,Vale de Viegas (Poiares (Santo André)),0,11,0
0,157500,Higher education                                  ,Married                                           ,2,39,12,Entroncamento (Poiares (Santo André)),0,33,0
0,157500,Higher education                                  ,Married                                           ,2,39,12,Framilo (Poiares (Santo André)),0,30,0
0,157500,Higher education                                  ,Married                                           ,2,39,12,Ribas (Poiares (Santo André)),0,43,0
0,157500,Higher education                                  ,Married                                           ,2,39,12,Pinheirais (Poiares (Santo André)),0,28,0
0,157500,Higher education                                  ,Married                                           ,2,39,12,Póvoa (Poiares (Santo André)),0,46,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Crasto (Poiares (Santo André)),0,4,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Balteiro (Arrifana),0,34,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Vale de Vaz (Poiares (Santo André)),0,26,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Vale da Clara (Poiares (Santo André)),0,8,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Cabeças (Poiares (Santo André)),0,45,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Catraia das Necessidades (Poiares (Santo André)),0,35,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Barreiro (Lavegadas),0,47,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Alveite Grande (São Miguel de Poiares),2,24,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Ferreira (Poiares (Santo André)),0,16,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Entroncamento (Poiares (Santo André)),0,16,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Vale de Vaz (Poiares (Santo André)),0,8,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Terreiros de Além (Arrifana),0,26,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Vale de Vaz (Poiares (Santo André)),0,35,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Arrifana (Arrifana),0,44,0
2,225000,Higher education                                  ,Married                                           ,4,37,3,Avessada (Poiares (Santo André)),0,35,0
0,112500,Secondary / secondary special                     ,Single / not married                              ,1,29,2,Framilo (Poiares (Santo André)),0,6,0
0,116654,Secondary / secondary special                     ,Married                                           ,2,26,5,Venda Nova (São Miguel de Poiares),0,39,0
0,116654,Secondary / secondary special                     ,Married                                           ,2,26,5,Vale de Vaz (Poiares (Santo André)),0,7,0
0,116654,Secondary / secondary special                     ,Married                                           ,2,26,5,Cascalho (Poiares (Santo André)),0,16,0
0,112500,Secondary / secondary special                     ,Married                                           ,2,49,8,Valeiro das Hortas (Poiares (Santo André)),0,41,0
1,247500,Incomplete higher                                 ,Married                                           ,3,39,1,Framilo (Poiares (Santo André)),0,3,0
1,247500,Incomplete higher                                 ,Married                                           ,3,39,1,Fonte Longa (São Miguel de Poiares),0,3,0
1,247500,Incomplete higher                                 ,Married                                           ,3,39,1,Lixosa (Arrifana),0,3,0
2,157500,Secondary / secondary special                     ,Married                                           ,4,43,1,Valeiro das Hortas (Poiares (Santo André)),0,9,0
2,157500,Secondary / secondary special                     ,Married                                           ,4,43,1,Bogalhal (Poiares (Santo André)),0,18,0
2,157500,Secondary / secondary special                     ,Married                                           ,4,43,1,Vale de Viegas (Poiares (Santo André)),0,7,0
2,180000,Secondary / secondary special                     ,Married                                           ,4,46,6,Moura Morta (Lavegadas),0,15,0
2,180000,Secondary / secondary special                     ,Married                                           ,4,46,6,Avessada (Poiares (Santo André)),0,1,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,43,7,Olho Marinho (São Miguel de Poiares),0,28,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,43,7,Boiça (São Miguel de Poiares),0,10,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,42,24,Moura Morta (Lavegadas),0,57,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,42,24,Vila Nova de Poiares (Poiares (Santo André)),0,3,0
0,225000,Secondary / secondary special                     ,Married                                           ,2,42,24,Lixosa (Arrifana),0,57,0
0,135000,Secondary / secondary special                     ,Married                                           ,2,43,1,Vimieiro (Poiares (Santo André)),1,4,0
0,225000,Secondary / secondary special                     ,Separated                                         ,1,33,4,Venda Nova (São Miguel de Poiares),0,16,0
0,225000,Secondary / secondary special                     ,Separated                                         ,1,33,4,Olho Marinho (São Miguel de Poiares),0,39,0
0,225000,Secondary / secondary special                     ,Separated                                         ,1,33,4,Fonte Longa (São Miguel de Poiares),0,47,0
0,225000,Secondary / secondary special                     ,Separated                                         ,1,33,4,Algaça (Poiares (Santo André)),0,20,0
0,81000,Secondary / secondary special                     ,Married                                           ,2,53,1,Balteiro (Arrifana),0,21,0
0,270000,Higher education                                  ,Married                                           ,2,30,2,Mucela (Lavegadas),0,3,0
0,270000,Higher education                                  ,Married                                           ,2,30,2,Casal do Gago (São Miguel de Poiares),0,39,0
0,270000,Higher education                                  ,Married                                           ,2,30,2,Casal do Gago (São Miguel de Poiares),0,8,0
0,270000,Higher education                                  ,Married                                           ,2,30,2,Sabouga (Lavegadas),0,15,0
0,270000,Higher education                                  ,Married                                           ,2,30,2,Póvoa da Abraveia (Poiares (Santo André)),0,39,0
0,270000,Higher education                                  ,Married                                           ,2,30,2,Sabouga (Lavegadas),0,14,0
0,270000,Higher education                                  ,Married                                           ,2,30,2,Ribeira do Moinho (Poiares (Santo André)),0,3,0
0,270000,Higher education                                  ,Married                                           ,2,30,2,Vale do Gueiro (São Miguel de Poiares),0,8,0
0,270000,Higher education                                  ,Single / not married                              ,1,40,4,Alveite Grande (São Miguel de Poiares),0,11,1
0,270000,Higher education                                  ,Single / not married                              ,1,40,4,Terreiros de Santo António (Arrifana),0,26,1
0,270000,Higher education                                  ,Single / not married                              ,1,40,4,Lixosa (Arrifana),0,11,1
2,360000,Secondary / secondary special                     ,Married                                           ,4,37,3,Valeiro das Hortas (Poiares (Santo André)),0,24,0
2,360000,Secondary / secondary special                     ,Married                                           ,4,37,3,Vale de Afonso (Poiares (Santo André)),0,51,0
2,360000,Secondary / secondary special                     ,Married                                           ,4,37,3,Forcado (Poiares (Santo André)),0,8,0
2,360000,Secondary / secondary special                     ,Married                                           ,4,37,3,Pinheiro (Poiares (Santo André)),0,24,0
2,360000,Secondary / secondary special                     ,Married                                           ,4,37,3,Pinheiro (Poiares (Santo André)),0,24,0
2,360000,Secondary / secondary special                     ,Married                                           ,4,37,3,Vila Nova de Poiares (Poiares (Santo André)),0,15,0
2,360000,Secondary / secondary special                     ,Married                                           ,4,37,3,Avessada (Poiares (Santo André)),0,15,0
2,157500,Secondary / secondary special                     ,Married                                           ,4,38,5,Casa Nova (Poiares (Santo André)),0,27,0
2,157500,Secondary / secondary special                     ,Married                                           ,4,38,5,Lombada (São Miguel de Poiares),1,27,0
2,157500,Secondary / secondary special                     ,Married                                           ,4,38,5,Lixosa (Arrifana),0,15,0
2,157500,Secondary / secondary special                     ,Married                                           ,4,38,5,Cabeço de Celas (São Miguel de Poiares),1,6,0
2,157500,Secondary / secondary special                     ,Married                                           ,4,38,5,Vila Chã (Poiares (Santo André)),1,7,0
2,157500,Secondary / secondary special                     ,Married                                           ,4,38,5,Ervideira (Arrifana),1,22,0
2,157500,Secondary / secondary special                     ,Married                                           ,4,38,5,Paço (Poiares (Santo André)),1,27,0
1,252000,Higher education                                  ,Married                                           ,3,50,1,Alveite Grande (São Miguel de Poiares),0,25,0
1,252000,Higher education                                  ,Married                                           ,3,50,1,Outeiro do Crasto (Arrifana),0,14,0
0,135000,Higher education                                  ,Married                                           ,2,28,3,Malpartida (São Miguel de Poiares),0,3,0
0,135000,Higher education                                  ,Single / not married                              ,1,32,2,Crasto (Poiares (Santo André)),0,2,0
0,135000,Higher education                                  ,Single / not married                              ,1,32,2,Louredo (Arrifana),0,2,0
0,135000,Higher education                                  ,Single / not married                              ,1,32,2,Entroncamento (Poiares (Santo André)),0,2,0
0,135000,Higher education                                  ,Single / not married                              ,1,32,2,Crasto (Poiares (Santo André)),0,13,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,48,4,Lixosa (Arrifana),0,10,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,48,4,Alveite Grande (São Miguel de Poiares),0,10,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,48,4,Santa Maria (Arrifana),0,30,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,48,4,Malpartida (São Miguel de Poiares),0,10,0
0,90000,Secondary / secondary special                     ,Married                                           ,2,48,4,Pereiro de Baixo (Arrifana),0,7,0
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Casa Nova (Poiares (Santo André)),0,8,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Vimieiro (Poiares (Santo André)),1,19,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Fonte Longa (São Miguel de Poiares),1,19,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Moinhos (São Miguel de Poiares),1,19,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Fonte da Telha (Arrifana),1,19,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Segundeira (Poiares (Santo André)),0,1,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Framilo (Poiares (Santo André)),0,8,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Algaça (Arrifana),1,18,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Cabeço de Celas (Poiares (Santo André)),0,4,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Cabeço de Celas (São Miguel de Poiares),0,3,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Paço (Poiares (Santo André)),0,10,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Vale de Vaz (Poiares (Santo André)),1,14,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Valeiro das Hortas (Poiares (Santo André)),1,17,1
1,315000,Secondary / secondary special                     ,Civil marriage                                    ,3,31,7,Ervideira (Arrifana),1,19,1
2,126000,Secondary / secondary special                     ,Married                                           ,4,29,2,Algaça (Arrifana),0,24,1
0,135000,Secondary / secondary special                     ,Separated                                         ,1,45,4,Cabeço de Celas (São Miguel de Poiares),0,29,0
0,135000,Secondary / secondary special                     ,Separated                                         ,1,45,4,Vimieiro (Poiares (Santo André)),0,7,0
0,135000,Secondary / secondary special                     ,Separated                                         ,1,45,4,Framilo (Poiares (Santo André)),0,9,0
0,135000,Secondary / secondary special                     ,Separated                                         ,1,45,4,Pereiro de Além (Poiares (Santo André)),0,9,0
0,135000,Secondary / secondary special                     ,Separated                                         ,1,45,4,Risca Silva (Poiares (Santo André)),0,9,0
0,135000,Secondary / secondary special                     ,Separated                                         ,1,45,4,Malpartida (São Miguel de Poiares),0,20,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Ervideira (Arrifana),0,24,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Fonte da Telha (Arrifana),0,23,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Pereiro de Além (Arrifana),0,25,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Vendinha (Poiares (Santo André)),0,41,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Cabeças (Poiares (Santo André)),3,34,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Framilo (Poiares (Santo André)),5,35,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Vale de Afonso (Poiares (Santo André)),0,7,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Vale da Clara (Poiares (Santo André)),0,42,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Ribas (Poiares (Santo André)),0,31,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Fonte Longa (São Miguel de Poiares),0,34,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Framilo (Poiares (Santo André)),0,37,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Balteiro (Arrifana),0,22,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Vimieiro (Poiares (Santo André)),0,35,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Casal do Gago (São Miguel de Poiares),2,51,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Segundeira (Poiares (Santo André)),0,21,0
0,225000,Higher education                                  ,Married                                           ,2,48,9,Lombada (São Miguel de Poiares),0,24,0
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Fonte da Telha (Arrifana),0,13,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Louredo (Arrifana),0,16,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Ribas (Poiares (Santo André)),0,27,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Valeiro das Hortas (Poiares (Santo André)),0,8,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Couchel (Poiares (Santo André)),0,8,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Terreiros de Além (Arrifana),0,49,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Risca Silva (Poiares (Santo André)),1,6,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Ervideira (Arrifana),0,12,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Vimieiro (Poiares (Santo André)),0,7,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Olho Marinho (São Miguel de Poiares),0,18,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Ponte da Pedra (Poiares (Santo André)),0,9,1
1,112500,Higher education                                  ,Civil marriage                                    ,3,29,9,Casal do Gago (São Miguel de Poiares),0,9,1
0,180000,Secondary / secondary special                     ,Single / not married                              ,1,41,6,Vimieiro (Poiares (Santo André)),1,11,0
0,247500,Secondary / secondary special                     ,Married                                           ,2,58,11,Moinhos (São Miguel de Poiares),0,53,1
0,247500,Secondary / secondary special                     ,Married                                           ,2,58,11,Olho Marinho (São Miguel de Poiares),0,38,1
0,247500,Secondary / secondary special                     ,Married                                           ,2,58,11,Vendinha (Poiares (Santo André)),0,23,1
0,247500,Secondary / secondary special                     ,Married                                           ,2,58,11,Crasto (Poiares (Santo André)),0,24,1
0,247500,Secondary / secondary special                     ,Married                                           ,2,58,11,Forcado (Poiares (Santo André)),0,34,1
0,247500,Secondary / secondary special                     ,Married                                           ,2,58,11,Framilo (Poiares (Santo André)),0,33,1
0,153000,Secondary / secondary special                     ,Civil marriage                                    ,2,52,5,Malpartida (São Miguel de Poiares),0,36,0
