Applicant_Gender,Total_Children,Total_Income,Education_Type,Family_Status,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Village
F      ,0,157500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,51,4,0,1,Catraia das Necessidades (Poiares (Santo André))
F      ,0,157500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,51,4,0,1,Oliveira (Arrifana)
F      ,0,157500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,51,4,0,1,Balteiro (Arrifana)
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Cabeço de Celas (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Barreiro (Lavegadas)
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Ferreira (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Ventosa (Arrifana)
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Vimieiro (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Olho Marinho (São Miguel de Poiares)
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Segundeira (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Vilar (Arrifana)
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Couchel (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Ferreira (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Vale de Vaide (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Cascalho (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Venda Nova (São Miguel de Poiares)
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Pereiro de Baixo (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Pereiro de Baixo (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Moinhos (São Miguel de Poiares)
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Vendinha (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Pinheirais (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Algaça (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Lixosa (Arrifana)
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Risca Silva (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Catraia das Necessidades (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,6,Casa Nova (Poiares (Santo André))
F      ,0,130500,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,38,16,0,5,Vale de Afonso (Poiares (Santo André))
F      ,1,135000,Secondary / secondary special                     ,Single / not married                              ,0,Laborers                                          ,2,32,9,0,10,Balteiro (Arrifana)
F      ,1,135000,Secondary / secondary special                     ,Single / not married                              ,0,Laborers                                          ,2,32,9,0,10,Boiça (São Miguel de Poiares)
M      ,1,189000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,3,33,2,3,17,Paço (Poiares (Santo André))
M      ,1,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,3,37,4,0,14,Igreja Nova (Lavegadas)
M      ,1,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,3,37,4,0,14,Terreiros de Além (Arrifana)
M      ,1,315000,Higher education                                  ,Married                                           ,0,Laborers                                          ,3,37,4,0,14,Louredo (Arrifana)
M      ,1,112500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,3,35,1,0,9,Alveite Pequeno (São Miguel de Poiares)
M      ,2,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,35,1,1,28,Alveite Pequeno (São Miguel de Poiares)
M      ,0,99000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,28,5,0,12,Segundeira (Poiares (Santo André))
M      ,0,99000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,28,5,0,12,Alveite Grande (São Miguel de Poiares)
M      ,0,99000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,28,5,0,12,Fonte da Telha (Arrifana)
M      ,0,99000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,28,5,0,12,Cascalho (Poiares (Santo André))
M      ,0,99000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,28,5,0,12,Couchel (Poiares (Santo André))
M      ,0,99000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,28,5,0,12,Malpartida (São Miguel de Poiares)
M      ,0,99000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,28,5,0,12,Moinhos (São Miguel de Poiares)
M      ,1,315000,Higher education                                  ,Married                                           ,0,Core staff                                        ,3,29,8,0,20,Póvoa (Poiares (Santo André))
M      ,1,315000,Higher education                                  ,Married                                           ,0,Core staff                                        ,3,29,8,0,12,Moura Morta (Lavegadas)
M      ,1,315000,Higher education                                  ,Married                                           ,0,Core staff                                        ,3,29,8,0,18,Abraveia (Poiares (Santo André))
F      ,0,90000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,28,3,0,3,Vimieiro (Poiares (Santo André))
F      ,0,270000,Higher education                                  ,Married                                           ,0,Accountants                                       ,2,58,8,0,22,Póvoa (Poiares (Santo André))
M      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,High skill tech staff                             ,2,45,20,0,29,Cabeço de Celas (São Miguel de Poiares)
M      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,High skill tech staff                             ,2,45,20,0,29,Cabeço de Celas (São Miguel de Poiares)
M      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,High skill tech staff                             ,2,45,20,0,12,Venda Nova (São Miguel de Poiares)
M      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,High skill tech staff                             ,2,45,20,0,24,Forcado (Poiares (Santo André))
M      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,High skill tech staff                             ,2,45,20,0,17,Vendinha (Poiares (Santo André))
M      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,High skill tech staff                             ,2,45,20,0,12,Terreiros de Além (Arrifana)
M      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,High skill tech staff                             ,2,45,20,0,43,Paço (Poiares (Santo André))
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,65,17,0,10,Casa Nova (Poiares (Santo André))
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,65,17,0,10,Arrifana (Arrifana)
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,65,17,0,10,Ervideira (Arrifana)
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,65,17,0,10,Paço (Poiares (Santo André))
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,65,17,0,10,Vale do Gueiro (São Miguel de Poiares)
F      ,0,180000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,2,65,17,0,9,Vale Carvalhal (Poiares (Santo André))
F      ,0,180000,Higher education                                  ,Civil marriage                                    ,0,Sales staff                                       ,2,48,1,0,2,Ponte de Mucela (Lavegadas)
F      ,1,202500,Incomplete higher                                 ,Civil marriage                                    ,0,Core staff                                        ,3,38,5,0,3,Ponte de Mucela (Lavegadas)
F      ,1,202500,Incomplete higher                                 ,Civil marriage                                    ,0,Core staff                                        ,3,38,5,0,4,Sabouga (Lavegadas)
F      ,1,202500,Incomplete higher                                 ,Civil marriage                                    ,0,Core staff                                        ,3,38,5,0,4,Risca Silva (Poiares (Santo André))
F      ,1,202500,Incomplete higher                                 ,Civil marriage                                    ,0,Core staff                                        ,3,38,5,0,4,Casa Nova (Poiares (Santo André))
F      ,1,157500,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,3,45,8,0,9,Risca Silva (Poiares (Santo André))
F      ,1,157500,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,3,45,8,0,8,Sobreiro (Arrifana)
F      ,1,157500,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,3,45,8,0,9,Ferreira (Poiares (Santo André))
F      ,1,157500,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,3,45,8,0,9,Vale da Clara (Poiares (Santo André))
F      ,1,157500,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,3,45,8,0,8,Framilo (Poiares (Santo André))
F      ,1,67500,Secondary / secondary special                     ,Married                                           ,0,Accountants                                       ,3,33,10,0,14,Vale Carvalhal (Poiares (Santo André))
F      ,1,67500,Secondary / secondary special                     ,Married                                           ,0,Accountants                                       ,3,33,10,0,14,Vale do Gueiro (São Miguel de Poiares)
F      ,0,540000,Higher education                                  ,Separated                                         ,0,Accountants                                       ,1,37,11,0,7,Carvalho (Arrifana)
F      ,0,540000,Higher education                                  ,Separated                                         ,0,Accountants                                       ,1,37,11,0,7,Igreja Nova (Lavegadas)
F      ,0,540000,Higher education                                  ,Separated                                         ,0,Accountants                                       ,1,37,11,0,7,Ferreira (Poiares (Santo André))
F      ,0,540000,Higher education                                  ,Separated                                         ,0,Accountants                                       ,1,37,11,0,7,Ribeira do Moinho (Poiares (Santo André))
F      ,0,540000,Higher education                                  ,Separated                                         ,0,Accountants                                       ,1,37,11,0,7,Balteiro (Arrifana)
M      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,53,22,0,3,Ponte de Mucela (Lavegadas)
M      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,53,22,0,3,Ervideira (Arrifana)
M      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,53,22,0,3,Vimieiro (Poiares (Santo André))
M      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,53,22,0,3,Algaça (Poiares (Santo André))
M      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,53,22,0,3,Vale de Vaz (Poiares (Santo André))
M      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,53,22,0,3,Vilar (Arrifana)
M      ,0,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,53,22,0,3,Couchel (Poiares (Santo André))
M      ,0,270000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,50,3,0,19,Arrifana (Arrifana)
M      ,0,270000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,50,3,0,19,Casal do Gago (São Miguel de Poiares)
M      ,0,270000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,50,3,0,10,Sobreiro (Arrifana)
M      ,0,270000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,50,3,0,18,Moinhos (São Miguel de Poiares)
M      ,0,112500,Secondary / secondary special                     ,Married                                           ,0,Security staff                                    ,2,52,10,0,8,Valeiro das Hortas (Poiares (Santo André))
M      ,0,112500,Secondary / secondary special                     ,Married                                           ,0,Security staff                                    ,2,52,10,0,7,Sabouga (Lavegadas)
M      ,1,315000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,3,43,18,0,14,Vendinha (Poiares (Santo André))
M      ,1,315000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,3,43,18,0,14,Pereiro de Baixo (Poiares (Santo André))
M      ,1,315000,Secondary / secondary special                     ,Married                                           ,0,Managers                                          ,3,43,18,0,14,Avessada (Poiares (Santo André))
M      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Security staff                                    ,2,67,2,1,11,Louredo (Arrifana)
M      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Security staff                                    ,2,67,2,0,3,Igreja Nova (Lavegadas)
M      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Security staff                                    ,2,67,2,1,10,Avessada (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,42,8,0,2,Ponte da Pedra (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,42,8,0,2,Catraia das Necessidades (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,42,8,0,2,Catraia das Necessidades (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,42,8,0,2,Terreiros de Santo António (Arrifana)
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,42,8,0,2,Pereiro de Baixo (Arrifana)
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,42,8,0,2,Pereiro de Baixo (Arrifana)
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,42,8,0,2,Alveite Pequeno (São Miguel de Poiares)
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,42,8,0,1,Alveite Grande (São Miguel de Poiares)
F      ,2,135000,Secondary / secondary special                     ,Married                                           ,0,Cleaning staff                                    ,4,40,5,0,6,Terreiros de Além (Arrifana)
F      ,2,135000,Secondary / secondary special                     ,Married                                           ,0,Cleaning staff                                    ,4,40,5,0,6,Vale de Vaide (Poiares (Santo André))
F      ,2,135000,Secondary / secondary special                     ,Married                                           ,0,Cleaning staff                                    ,4,40,5,0,6,Abraveia (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,39,2,0,2,Pereiro de Além (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,39,2,0,2,Valeiro das Hortas (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,39,2,0,2,Venda Nova (São Miguel de Poiares)
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,39,2,0,2,Forcado (Poiares (Santo André))
F      ,0,90000,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,2,55,12,0,15,Algaça (Arrifana)
M      ,2,135000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,4,38,7,0,5,Cabeço de Celas (São Miguel de Poiares)
M      ,1,135000,Higher education                                  ,Married                                           ,0,Managers                                          ,3,44,8,1,15,Olho Marinho (São Miguel de Poiares)
F      ,0,58500,Secondary / secondary special                     ,Single / not married                              ,0,Core staff                                        ,1,54,17,0,16,Lombada (São Miguel de Poiares)
F      ,0,58500,Secondary / secondary special                     ,Single / not married                              ,0,Core staff                                        ,1,54,17,0,16,Ventosa (Arrifana)
F      ,0,58500,Secondary / secondary special                     ,Single / not married                              ,0,Core staff                                        ,1,54,17,0,16,Vale de Afonso (Poiares (Santo André))
F      ,0,58500,Secondary / secondary special                     ,Single / not married                              ,0,Core staff                                        ,1,54,17,0,15,Vale de Vaide (Poiares (Santo André))
F      ,0,90000,Secondary / secondary special                     ,Married                                           ,0,Medicine staff                                    ,2,48,3,0,8,Crasto (Poiares (Santo André))
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Carvalho (Arrifana)
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,São Miguel de Poiares (São Miguel de Poiares)
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Alveite Pequeno (São Miguel de Poiares)
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Olho Marinho (São Miguel de Poiares)
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Avessada (Poiares (Santo André))
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Vendinha (Poiares (Santo André))
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Arrifana (Arrifana)
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Outeiro do Crasto (Arrifana)
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Venda Nova (São Miguel de Poiares)
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Crasto (Poiares (Santo André))
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Ribas (Poiares (Santo André))
F      ,0,108000,Secondary / secondary special                     ,Married                                           ,0,Core staff                                        ,2,53,17,0,7,Algaça (Poiares (Santo André))
M      ,0,90000,Secondary / secondary special                     ,Single / not married                              ,0,Core staff                                        ,1,34,9,0,3,Ribeira do Moinho (Poiares (Santo André))
M      ,0,90000,Secondary / secondary special                     ,Single / not married                              ,0,Core staff                                        ,1,34,9,0,3,Olho Marinho (São Miguel de Poiares)
M      ,0,90000,Secondary / secondary special                     ,Single / not married                              ,0,Core staff                                        ,1,34,9,0,3,Pereiro de Baixo (Poiares (Santo André))
F      ,1,112500,Secondary / secondary special                     ,Married                                           ,0,High skill tech staff                             ,3,41,10,0,13,Pereiro de Baixo (Poiares (Santo André))
F      ,1,112500,Secondary / secondary special                     ,Married                                           ,0,High skill tech staff                             ,3,41,10,0,13,Vendinha (Poiares (Santo André))
F      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,3,46,8,0,8,Póvoa (Poiares (Santo André))
F      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,3,46,8,0,8,Ribeira do Moinho (Poiares (Santo André))
F      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,3,46,8,0,8,Boiça (São Miguel de Poiares)
F      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,3,46,8,0,8,Póvoa (Poiares (Santo André))
F      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,3,46,8,0,8,Vila Nova de Poiares (Poiares (Santo André))
F      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,3,46,8,0,8,Venda Nova (São Miguel de Poiares)
F      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,3,46,8,0,2,Alveite Pequeno (São Miguel de Poiares)
F      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,3,46,8,0,8,Balteiro (Arrifana)
F      ,1,270000,Secondary / secondary special                     ,Married                                           ,0,Realty agents                                     ,3,46,8,0,7,São Miguel de Poiares (São Miguel de Poiares)
F      ,1,126000,Secondary / secondary special                     ,Married                                           ,0,Waiters/barmen staff                              ,3,23,2,0,2,Vale do Gueiro (São Miguel de Poiares)
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,46,9,0,9,Valeiro das Hortas (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,46,9,0,10,Entroncamento (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,46,9,0,10,Alveite Grande (São Miguel de Poiares)
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,46,9,0,10,Cabeças (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Married                                           ,0,Laborers                                          ,2,46,9,0,10,Casais (Arrifana)
F      ,1,225000,Higher education                                  ,Married                                           ,0,Managers                                          ,3,44,8,0,10,Vilar (Arrifana)
F      ,1,225000,Higher education                                  ,Married                                           ,0,Managers                                          ,3,44,8,0,10,Cabeças (Poiares (Santo André))
F      ,1,225000,Higher education                                  ,Married                                           ,0,Managers                                          ,3,44,8,0,10,Pinheirais (Poiares (Santo André))
F      ,1,225000,Higher education                                  ,Married                                           ,0,Managers                                          ,3,44,8,0,10,Arrifana (Arrifana)
F      ,1,225000,Higher education                                  ,Married                                           ,0,Managers                                          ,3,44,8,0,10,Ponte da Pedra (Poiares (Santo André))
F      ,1,225000,Higher education                                  ,Married                                           ,0,Managers                                          ,3,44,8,0,10,Entroncamento (Poiares (Santo André))
F      ,1,225000,Higher education                                  ,Married                                           ,0,Managers                                          ,3,44,8,0,10,Vale de Viegas (Poiares (Santo André))
F      ,1,225000,Higher education                                  ,Married                                           ,0,Managers                                          ,3,44,8,0,10,Pinheiro (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,1,48,4,0,7,Cabeço de Celas (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,1,48,4,0,8,Arrifana (Arrifana)
F      ,0,225000,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,1,48,4,0,8,Pereiro de Além (Poiares (Santo André))
F      ,0,225000,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,1,48,4,0,8,Ponte de Mucela (Lavegadas)
F      ,0,225000,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,1,48,4,0,8,Vila Chã (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,1,0,2,Ventosa (Arrifana)
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,1,0,2,Ribeira do Moinho (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,1,0,2,Soutelo (Arrifana)
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,1,0,2,Vimieiro (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,1,0,2,Vilar (Arrifana)
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,1,0,2,Algaça (Arrifana)
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,1,0,2,Mucela (Lavegadas)
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,1,0,2,Framilo (Poiares (Santo André))
F      ,2,112500,Secondary / secondary special                     ,Married                                           ,0,Sales staff                                       ,4,36,1,0,2,Vilar (Arrifana)
F      ,0,126000,Secondary / secondary special                     ,Married                                           ,0,Cleaning staff                                    ,2,45,2,0,4,Abraveia (Poiares (Santo André))
F      ,0,126000,Secondary / secondary special                     ,Married                                           ,0,Cleaning staff                                    ,2,45,2,0,4,Ervideira (Arrifana)
F      ,0,126000,Secondary / secondary special                     ,Married                                           ,0,Cleaning staff                                    ,2,45,2,0,4,Ponte da Pedra (Poiares (Santo André))
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,High skill tech staff                             ,1,44,4,0,4,São Miguel de Poiares (São Miguel de Poiares)
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,High skill tech staff                             ,1,44,4,0,4,Crasto (Arrifana)
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,High skill tech staff                             ,1,44,4,0,4,Mucela (Lavegadas)
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,High skill tech staff                             ,1,44,4,0,4,Boiça (São Miguel de Poiares)
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,High skill tech staff                             ,1,44,4,0,4,Vale de Vaide (Poiares (Santo André))
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,High skill tech staff                             ,1,44,4,0,4,Framilo (Poiares (Santo André))
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,High skill tech staff                             ,1,44,4,0,4,Ribeira do Moinho (Poiares (Santo André))
F      ,0,112500,Secondary / secondary special                     ,Single / not married                              ,0,High skill tech staff                             ,1,44,4,0,4,Vimieiro (Poiares (Santo André))
M      ,1,99000,Secondary / secondary special                     ,Single / not married                              ,0,Laborers                                          ,2,52,13,0,14,Malpartida (São Miguel de Poiares)
M      ,1,99000,Secondary / secondary special                     ,Single / not married                              ,0,Laborers                                          ,2,52,13,0,13,Vale do Gueiro (São Miguel de Poiares)
M      ,0,67500,Higher education                                  ,Single / not married                              ,0,Laborers                                          ,1,54,6,0,5,Crasto (Poiares (Santo André))
M      ,0,67500,Higher education                                  ,Single / not married                              ,0,Laborers                                          ,1,54,6,0,5,Vale de Afonso (Poiares (Santo André))
M      ,0,67500,Higher education                                  ,Single / not married                              ,0,Laborers                                          ,1,54,6,0,4,Lixosa (Arrifana)
F      ,0,225000,Higher education                                  ,Separated                                         ,0,Managers                                          ,1,51,8,0,16,Pereiro de Baixo (Poiares (Santo André))
F      ,0,225000,Higher education                                  ,Separated                                         ,0,Managers                                          ,1,51,8,0,16,Boiça (São Miguel de Poiares)
F      ,1,202500,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,2,49,13,0,4,Cascalho (Poiares (Santo André))
F      ,1,202500,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,2,49,13,0,4,São Miguel de Poiares (São Miguel de Poiares)
F      ,1,202500,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,2,49,13,0,4,Cabeço de Celas (São Miguel de Poiares)
F      ,1,202500,Secondary / secondary special                     ,Separated                                         ,0,Laborers                                          ,2,49,13,0,4,Lixosa (Arrifana)
F      ,0,99000,Secondary / secondary special                     ,Separated                                         ,0,Medicine staff                                    ,1,50,25,0,23,Ponte da Pedra (Poiares (Santo André))
F      ,0,99000,Secondary / secondary special                     ,Separated                                         ,0,Medicine staff                                    ,1,50,25,0,23,Póvoa da Abraveia (Poiares (Santo André))
F      ,0,99000,Secondary / secondary special                     ,Separated                                         ,0,Medicine staff                                    ,1,50,25,0,23,Pinheiro (Poiares (Santo André))
F      ,0,99000,Secondary / secondary special                     ,Separated                                         ,0,Medicine staff                                    ,1,50,25,0,23,Venda Nova (São Miguel de Poiares)
F      ,0,99000,Secondary / secondary special                     ,Separated                                         ,0,Medicine staff                                    ,1,50,25,0,23,Couchel (Poiares (Santo André))
F      ,0,99000,Secondary / secondary special                     ,Separated                                         ,0,Medicine staff                                    ,1,50,25,0,23,São Miguel de Poiares (São Miguel de Poiares)
F      ,0,99000,Secondary / secondary special                     ,Separated                                         ,0,Medicine staff                                    ,1,50,25,0,23,Pereiro de Além (Arrifana)
M      ,0,135000,Secondary / secondary special                     ,Single / not married                              ,0,Laborers                                          ,1,50,8,0,12,Ponte de Mucela (Lavegadas)
M      ,0,135000,Secondary / secondary special                     ,Single / not married                              ,0,Laborers                                          ,1,50,8,0,12,Catraia das Necessidades (Poiares (Santo André))
